stateno,urban,electoral_competition,State,PRI_governor,PRD_governor,LGBT_orgs,year,DV,durat,durat2,durat3,diffusion,past_events,levangelicals,lcatholics,lwealth,lracial_diversity
23,88.66563124,0.23083606,Quintana Roo,1,0,0.7333358,2011,0,12,144,1728,0,0,2.6733975,4.1556225,7.1788244,2.786032
23,89.17952792,0.39569163,Quintana Roo,1,0,0.71342677,2012,0,13,169,2197,0,0,2.7066324,4.1421695,7.22305,2.754994
23,89.6934246,0.39569163,Quintana Roo,1,0,0.6945701,2013,3,14,196,2744,1,0,2.7387981,4.1285334,7.235991,2.7229614
23,90.20732127,0.39569163,Quintana Roo,1,0,0.6766847,2014,0,15,225,3375,6,1,2.7699614,4.1147084,7.272384,2.6898692
24,59.04386438,0.27333385,San Luis Potosi,1,0,0,2000,0,1,1,1,0,0,1.3076824,4.5213084,6.3864307,2.4596736
24,59.76376915,0.27333385,San Luis Potosi,1,0,0,2001,0,2,4,8,0,0,1.3544872,4.518907,6.342519,2.4477386
24,60.48367392,0.27333385,San Luis Potosi,1,0,0,2002,0,3,9,27,0,0,1.3991989,4.5165,6.3602953,2.4356596
24,61.20357869,0.27333385,San Luis Potosi,1,0,0,2003,0,4,16,64,0,0,1.4419968,4.5140867,6.6223965,2.423433
24,61.92348346,0.23278037,San Luis Potosi,0,0,0,2004,0,5,25,125,0,0,1.483038,4.511668,6.68024,2.4110548
24,62.64338823,0.23278037,San Luis Potosi,0,0,0,2005,0,6,36,216,0,0,1.5224609,4.5092435,6.704405,2.3985217
24,62.88205547,0.23278037,San Luis Potosi,0,0,0,2006,0,7,49,343,0,0,1.5603884,4.5068126,6.748155,2.3933153
24,63.1207227,0.23278037,San Luis Potosi,0,0,0,2007,1,8,64,512,1,0,1.5969299,4.5043764,6.7563834,2.3880818
24,63.35938993,0.23278037,San Luis Potosi,0,0,0,2008,0,9,81,729,4,1,1.6321831,4.5019336,6.775905,2.3828206
24,63.59805717,0.23278037,San Luis Potosi,0,0,0,2009,0,10,100,1000,4,2,1.6662356,4.4994855,6.7259035,2.3775315
24,63.8367244,0.24418692,San Luis Potosi,1,0,0,2010,0,11,121,1331,4,3,1.6991667,4.4970307,6.771172,2.3722146
24,64.07539164,0.24418692,San Luis Potosi,1,0,0,2011,0,12,144,1728,4,4,1.7310477,4.4945703,6.805205,2.366869
24,64.31405887,0.24418692,San Luis Potosi,1,0,0,2012,0,13,169,2197,5,5,1.7619437,4.4921036,6.851637,2.3614948
24,64.5527261,0.24418692,San Luis Potosi,1,0,0,2013,0,14,196,2744,5,6,1.7919137,4.489631,6.839258,2.3560915
24,64.79139334,0.24418692,San Luis Potosi,1,0,0,2014,0,15,225,3375,11,7,1.8210115,4.487152,6.83099,2.3506587
25,67.42243512,0.30365643,Sinaloa,1,0,0,2000,0,1,1,1,0,0,0.99154526,4.4640083,6.406711,0.7972496
25,68.09763422,0.30365643,Sinaloa,1,0,0,2001,0,2,4,8,0,0,1.081414,4.461092,6.3825307,0.71407205
25,68.77283333,0.30365643,Sinaloa,1,0,0,2002,0,3,9,27,0,0,1.1638681,4.458168,6.413749,0.6233431
25,69.44803243,0.30365643,Sinaloa,1,0,0,2003,0,4,16,64,0,0,1.2400384,4.4552345,6.706502,0.52355355
25,70.12323153,0.30365643,Sinaloa,1,0,0,2004,0,5,25,125,0,0,1.3108151,4.452293,6.765669,0.41269085
25,70.79843063,0.24160276,Sinaloa,1,0,0,2005,0,6,36,216,0,0,1.3769119,4.4493427,6.766997,0.28798723
25,71.20479266,0.24160276,Sinaloa,1,0,0,2006,0,7,49,343,0,0,1.4389095,4.446384,6.7657824,0.22638877
25,71.61115469,0.24160276,Sinaloa,1,0,0,2007,0,8,64,512,0,0,1.4972867,4.443416,6.820307,0.16074543
25,72.01751671,0.24160276,Sinaloa,1,0,0,2008,0,9,81,729,0,0,1.5524433,4.440439,6.85833,0.0904884
25,72.42387874,0.24160276,Sinaloa,1,0,0,2009,0,10,100,1000,0,0,1.6047158,4.4374537,6.8122945,0.014919791
25,72.83024076,0.24160276,Sinaloa,1,0,0,2010,0,11,121,1331,0,0,1.6543913,4.434459,6.820661,-0.06682969
25,73.23660279,0.2866194,Sinaloa,0,0,0,2011,0,12,144,1728,0,0,1.7017154,4.4314556,6.7957892,-0.15586191
25,73.64296481,0.2866194,Sinaloa,0,0,0,2012,0,13,169,2197,0,0,1.7469007,4.428443,6.8461266,-0.25360253
25,74.04932684,0.2866194,Sinaloa,0,0,0,2013,3,14,196,2744,0,0,1.7901323,4.4254217,6.8516116,-0.3619416
25,74.45568886,0.2866194,Sinaloa,0,0,0,2014,0,15,225,3375,4,1,1.8315722,4.422391,6.8573627,-0.48346037
26,83.0916896,0.25157052,Sonora,1,0,0,2000,0,1,1,1,0,0,1.4587969,4.475631,6.8635373,1.0460703
26,83.63075664,0.25157052,Sonora,1,0,0,2001,0,2,4,8,0,0,1.5332639,4.470192,6.855132,1.0186855
26,84.16982368,0.25157052,Sonora,1,0,0,2002,0,3,9,27,0,0,1.6025679,4.4647226,6.8142185,0.9905295
26,84.70889072,0.25157052,Sonora,1,0,0,2003,0,4,16,64,0,0,1.6673785,4.4592233,6.9924717,0.9615577
26,85.24795776,0.23803534,Sonora,1,0,0,2004,0,5,25,125,0,0,1.7282432,4.453694,7.0221395,0.93172145
26,85.7870248,0.23803534,Sonora,1,0,0,2005,0,6,36,216,0,0,1.785615,4.448133,7.0698304,0.90096754
26,85.83333968,0.23803534,Sonora,1,0,0,2006,0,7,49,343,0,0,1.839873,4.4425416,7.144167,0.9058427
26,85.87965456,0.23803534,Sonora,1,0,0,2007,0,8,64,512,0,0,1.891338,4.4369187,7.1527715,0.91069424
26,85.92596944,0.23803534,Sonora,1,0,0,2008,0,9,81,729,0,0,1.9402835,4.431264,7.1355057,0.91552234
26,85.97228432,0.23803534,Sonora,1,0,0,2009,0,10,100,1000,0,0,1.9869448,4.425577,7.075474,0.92032725
26,86.0185992,0.26848865,Sonora,0,0,0,2010,0,11,121,1331,0,0,2.0315254,4.4198575,7.1182785,0.92510915
26,86.06491408,0.26848865,Sonora,0,0,0,2011,0,12,144,1728,0,0,2.0742033,4.414105,7.179156,0.9298683
26,86.11122896,0.26848865,Sonora,0,0,0,2012,0,13,169,2197,0,0,2.1151338,4.4083195,7.2166314,0.93460494
26,86.15754384,0.26848865,Sonora,0,0,0,2013,0,14,196,2744,0,0,2.154455,4.4025,7.2308216,0.9393192
26,86.20385872,0.26848865,Sonora,0,0,0,2014,0,15,225,3375,9,0,2.1922882,4.396647,7.1939077,0.9440114
27,53.73514202,0.37220502,Tabasco,1,0,0.528589,2000,0,1,1,1,0,0,2.4104106,4.2548375,6.2286167,1.3155404
27,53.98626485,0.37220502,Tabasco,1,0,0.5231611,2001,0,2,4,8,0,0,2.4668162,4.247928,6.252778,1.2734822
27,54.23738767,0.27756268,Tabasco,1,0,0.5178436,2002,0,3,9,27,0,0,2.5202096,4.240971,6.253739,1.2295771
27,54.48851049,0.27756268,Tabasco,1,0,0.512633,2003,0,4,16,64,0,0,2.570896,4.2339644,6.935914,1.1836555
27,54.73963331,0.27756268,Tabasco,1,0,0.50752634,2004,0,5,25,125,0,0,2.6191366,4.226909,7.071674,1.1355231
27,54.99075614,0.27756268,Tabasco,1,0,0.5025204,2005,0,6,36,216,0,0,2.6651568,4.2198033,7.202848,1.0849564
27,55.46876214,0.27756268,Tabasco,1,0,0.4902692,2006,0,7,49,343,0,0,2.709152,4.2126465,7.2849083,1.090503
27,55.94676814,0.30699736,Tabasco,1,0,0.47860113,2007,0,8,64,512,0,0,2.751293,4.2054386,7.341459,1.096019
27,56.42477414,0.30699736,Tabasco,1,0,0.46747553,2008,0,9,81,729,1,0,2.7917295,4.198178,7.4490633,1.1015048
27,56.90278014,0.30699736,Tabasco,1,0,0.45685545,2009,0,10,100,1000,1,0,2.8305945,4.190864,7.275613,1.1069607
27,57.38078614,0.30699736,Tabasco,1,0,0.44670716,2010,0,11,121,1331,1,0,2.8680053,4.1834965,7.388151,1.112387
27,57.85879214,0.30699736,Tabasco,1,0,0.43699995,2011,0,12,144,1728,1,0,2.9040666,4.1760745,7.560798,1.1177839
27,58.33679814,0.30699736,Tabasco,1,0,0.42770562,2012,0,13,169,2197,1,0,2.9388728,4.1685967,7.5523806,1.1231519
27,58.81480414,0.30699736,Tabasco,1,0,0.42770562,2013,0,14,196,2744,1,0,2.9725082,4.1610627,7.4442735,1.1284913
27,59.29281015,0.2952,Tabasco,0,1,0.42770562,2014,3,15,225,3375,3,0,3.005049,4.1534715,7.4366484,1.1338023
28,85.42460434,0.40775752,Tamaulipas,1,0,0,2000,0,1,1,1,0,0,1.9660889,4.417604,6.793517,-0.3492378
28,85.79144487,0.40775752,Tamaulipas,1,0,0,2001,0,2,4,8,0,0,2.0277991,4.408689,6.764124,-0.3325522
28,86.15828541,0.40775752,Tamaulipas,1,0,0,2002,0,3,9,27,0,0,2.0859215,4.399694,6.7953653,-0.31614044
28,86.52512594,0.40775752,Tamaulipas,1,0,0,2003,0,4,16,64,0,0,2.1408505,4.3906174,7.0088506,-0.2999937
28,86.89196648,0.40775752,Tamaulipas,1,0,0,2004,0,5,25,125,0,0,2.1929188,4.3814573,7.037028,-0.2841035
28,87.25880701,0.40775752,Tamaulipas,1,0,0,2005,0,6,36,216,0,0,2.2424095,4.372213,7.0592823,-0.26846188
28,87.36593557,0.42801946,Tamaulipas,1,0,0,2006,0,7,49,343,0,0,2.289566,4.3628817,7.0822544,-0.2557502
28,87.47306412,0.42801946,Tamaulipas,1,0,0,2007,0,8,64,512,1,0,2.3345985,4.353463,7.0917883,-0.24319805
28,87.58019267,0.42801946,Tamaulipas,1,0,0,2008,0,9,81,729,5,0,2.3776903,4.343955,7.1155095,-0.23080152
28,87.68732122,0.42801946,Tamaulipas,1,0,0,2009,0,10,100,1000,5,0,2.4190016,4.3343554,7.0186977,-0.21855679
28,87.79444978,0.42801946,Tamaulipas,1,0,0,2010,0,11,121,1331,5,0,2.4586737,4.3246627,7.0317755,-0.20646016
28,87.90157833,0.46179035,Tamaulipas,1,0,0,2011,0,12,144,1728,5,0,2.496832,4.314875,7.024661,-0.19450814
28,88.00870688,0.46179035,Tamaulipas,1,0,0,2012,0,13,169,2197,5,0,2.5335872,4.304991,7.031854,-0.18269727
28,88.11583544,0.46179035,Tamaulipas,1,0,0,2013,0,14,196,2744,5,0,2.5690396,4.2950077,7.023039,-0.17102426
28,88.22296399,0.46179035,Tamaulipas,1,0,0,2014,3,15,225,3375,8,0,2.603278,4.2849245,7.0515413,-0.15948595
29,78.45698211,0.26480663,Tlaxcala,0,1,0,2000,0,1,1,1,0,0,0.87587965,4.5372715,6.083003,1.146854
29,78.41004411,0.26480663,Tlaxcala,0,1,0,2001,0,2,4,8,0,0,0.9415767,4.534857,6.1121993,1.1066526
29,78.36310611,0.26480663,Tlaxcala,0,1,0,2002,0,3,9,27,0,0,1.0032225,4.5324364,6.0841007,1.0647671
29,78.31616812,0.26480663,Tlaxcala,0,1,0,2003,0,4,16,64,0,0,1.0612876,4.53001,6.3491154,1.0210501
29,78.26923012,0.26480663,Tlaxcala,0,1,0,2004,0,5,25,125,0,0,1.1161655,4.527578,6.3776593,0.97533435
29,78.22229212,0.26480663,Tlaxcala,0,1,0,2005,0,6,36,216,0,0,1.1681879,4.5251393,6.2982087,0.92742807
29,78.54862184,0.17888214,Tlaxcala,0,0,0,2006,0,7,49,343,0,0,1.2176371,4.5226955,6.340899,0.93606013
29,78.87495156,0.17888214,Tlaxcala,0,0,0,2007,0,8,64,512,1,0,1.264756,4.520245,6.3363833,0.9446183
29,79.20128129,0.17888214,Tlaxcala,0,0,0,2008,0,9,81,729,1,0,1.3097541,4.517789,6.3588104,0.95310384
29,79.52761101,0.17888214,Tlaxcala,0,0,0,2009,0,10,100,1000,1,0,1.3528144,4.515327,6.3005023,0.96151805
29,79.85394073,0.17888214,Tlaxcala,0,0,0,2010,0,11,121,1331,1,0,1.3940967,4.5128584,6.325646,0.969862
29,80.18027045,0.17888214,Tlaxcala,0,0,0,2011,0,12,144,1728,1,0,1.4337423,4.510384,6.344359,0.9781369
29,80.50660017,0.28920913,Tlaxcala,1,0,0,2012,0,13,169,2197,1,0,1.4718757,4.5079036,6.382214,0.9863439
29,80.83292989,0.28920913,Tlaxcala,1,0,0,2013,3,14,196,2744,1,0,1.5086082,4.505417,6.3790965,0.9944841
29,81.15925961,0.28920913,Tlaxcala,1,0,0,2014,0,15,225,3375,1,1,1.5440392,4.502924,6.3778768,1.0025586
30,59.05315912,0.36687577,Veracruz,1,0,0,2000,0,1,1,1,0,0,1.9389753,4.417271,6.1240497,2.33722
30,59.36807513,0.36687577,Veracruz,1,0,0,2001,0,2,4,8,0,0,1.9829602,4.413599,6.136945,2.3205912
30,59.68299115,0.36687577,Veracruz,1,0,0,2002,0,3,9,27,0,0,2.0250916,4.409913,6.162698,2.3036814
30,59.99790716,0.36687577,Veracruz,1,0,0,2003,0,4,16,64,0,0,2.0655196,4.4062138,6.5040135,2.2864807
30,60.31282318,0.36687577,Veracruz,1,0,0,2004,0,5,25,125,0,0,2.1043763,4.402501,6.5779023,2.268979
30,60.62773919,0.17769632,Veracruz,1,0,0,2005,0,6,36,216,0,0,2.1417794,4.398774,6.57697,2.2511654
30,60.71471403,0.17769632,Veracruz,1,0,0,2006,0,7,49,343,0,0,2.177834,4.3950334,6.6727037,2.2482493
30,60.80168886,0.17769632,Veracruz,1,0,0,2007,1,8,64,512,1,0,2.2126338,4.3912787,6.6882977,2.2453244
30,60.88866369,0.17769632,Veracruz,1,0,0,2008,0,9,81,729,2,1,2.246263,4.38751,6.7169247,2.242391
30,60.97563852,0.17769632,Veracruz,1,0,0,2009,0,10,100,1000,2,2,2.278798,4.3837266,6.6671877,2.239449
30,61.06261335,0.17769632,Veracruz,1,0,0,2010,0,11,121,1331,2,3,2.310308,4.379929,6.7180777,2.2364984
30,61.14958818,0.22972791,Veracruz,1,0,0,2011,0,12,144,1728,2,4,2.3408551,4.3761168,6.725433,2.2335389
30,61.23656302,0.22972791,Veracruz,1,0,0,2012,0,13,169,2197,2,5,2.3704967,4.37229,6.7824078,2.2305708
30,61.32353785,0.22972791,Veracruz,1,0,0,2013,0,14,196,2744,2,6,2.399285,4.3684487,6.7485147,2.2275937
30,61.41051268,0.22972791,Veracruz,1,0,0,2014,0,15,225,3375,5,7,2.4272678,4.364593,6.7220945,2.2246077
31,81.33788845,0.27599582,Yucatan,1,0,0,2000,0,1,1,1,0,0,1.7405934,4.4340887,6.4990673,3.619396
31,81.6655955,0.27599582,Yucatan,1,0,0,2001,0,2,4,8,0,0,1.7931634,4.429192,6.5262136,3.597594
31,81.99330256,0.254479,Yucatan,0,0,0,2002,0,3,9,27,0,0,1.8431073,4.424271,6.5035386,3.5753062
31,82.32100962,0.254479,Yucatan,0,0,0,2003,0,4,16,64,0,0,1.890675,4.419326,6.7065234,3.5525103
31,82.64871668,0.254479,Yucatan,0,0,0,2004,0,5,25,125,0,0,1.9360824,4.4143558,6.713102,3.5291824
31,82.97642374,0.254479,Yucatan,0,0,0,2005,0,6,36,216,0,0,1.9795171,4.409361,6.753926,3.5052974
31,83.18186839,0.254479,Yucatan,0,0,0,2006,0,7,49,343,0,0,2.0211437,4.404341,6.7744546,3.487344
31,83.38731304,0.254479,Yucatan,0,0,0,2007,0,8,64,512,0,0,2.0611064,4.3992963,6.7953095,3.4690623
31,83.5927577,0.29695496,Yucatan,1,0,0,2008,0,9,81,729,0,0,2.0995333,4.3942256,6.808524,3.4504404
31,83.79820235,0.29695496,Yucatan,1,0,0,2009,0,10,100,1000,0,0,2.136538,4.3891287,6.790749,3.431465
31,84.00364701,0.29695496,Yucatan,1,0,0,2010,0,11,121,1331,0,0,2.1722221,4.384006,6.807508,3.4121225
31,84.20909166,0.29695496,Yucatan,1,0,0,2011,0,12,144,1728,0,0,2.2066767,4.378857,6.804927,3.3923984
31,84.41453631,0.29695496,Yucatan,1,0,0,2012,1,13,169,2197,0,0,2.2399836,4.3736815,6.8369184,3.3722775
31,84.61998097,0.3028,Yucatan,1,0,0,2013,3,14,196,2744,0,1,2.2722166,4.368479,6.8448186,3.3517435
31,84.82542562,0.3028,Yucatan,1,0,0,2014,0,15,225,3375,5,2,2.3034432,4.363249,6.8749576,3.3307788
32,53.34357754,0.23958826,Zacatecas,0,1,0,2000,0,1,1,1,0,0,0.48985535,4.555279,6.044204,-1.8673317
32,54.12425269,0.23958826,Zacatecas,0,1,0,2001,0,2,4,8,0,0,0.56522423,4.5544786,6.0749474,-1.6673716
32,54.90492783,0.23958826,Zacatecas,0,1,0,2002,0,3,9,27,0,0,0.6353086,4.553678,6.090549,-1.5008098
32,55.68560297,0.23958826,Zacatecas,0,1,0,2003,0,4,16,64,0,0,0.7008012,4.552877,6.340979,-1.35807
32,56.46627812,0.23958826,Zacatecas,0,1,0,2004,0,5,25,125,0,0,0.7622669,4.552075,6.405583,-1.2331831
32,57.24695326,0.29600304,Zacatecas,0,1,0,2005,0,6,36,216,0,0,0.82017237,4.5512724,6.3934274,-1.1221757
32,57.69287397,0.29600304,Zacatecas,0,1,0,2006,0,7,49,343,0,0,0.8749075,4.5504694,6.472523,-1.0943476
32,58.13879468,0.29600304,Zacatecas,0,1,0,2007,0,8,64,512,1,0,0.92680156,4.5496655,6.497444,-1.067273
32,58.5847154,0.29600304,Zacatecas,0,1,0,2008,0,9,81,729,4,0,0.97613496,4.548861,6.5226283,-1.0409123
32,59.03063611,0.29600304,Zacatecas,0,1,0,2009,0,10,100,1000,4,0,1.0231485,4.548056,6.619136,-1.0152285
32,59.47655682,0.29600304,Zacatecas,0,1,0,2010,0,11,121,1331,4,0,1.0680507,4.5472503,6.7476077,-0.990188
32,59.92247753,0.31582302,Zacatecas,1,0,0,2011,1,12,144,1728,4,0,1.1110231,4.546444,6.8931947,-0.96575916
32,60.36839824,0.31582302,Zacatecas,1,0,0,2012,0,13,169,2197,4,1,1.1522247,4.5456367,6.9090447,-0.94191295
32,60.81431895,0.31582302,Zacatecas,1,0,0,2013,0,14,196,2744,4,2,1.1917956,4.544829,6.7565484,-0.91862214
32,61.26023966,0.31582302,Zacatecas,1,0,0,2014,0,15,225,3375,11,3,1.2298602,4.5440207,6.7422028,-0.89586145
